track_id,genre,Wonder,Transcendence,Tenderness,Nostalgia,Peacefulness,Power,Joy,Tension,Sadness
1,classical,0.06999999999999999,0.15999999999999998,0.09999999999999999,0.13999999999999999,0.3,0.009999999999999998,0.039999999999999994,0.03,0.15
2,classical,0.053763440860215055,0.08602150537634408,0.21505376344086022,0.17204301075268816,0.3763440860215053,0.02150537634408602,0.01075268817204301,0.01075268817204301,0.053763440860215055
3,classical,0.0879120879120879,0.1758241758241758,0.06593406593406592,0.0879120879120879,0.03296703296703296,0.14285714285714285,0.20879120879120877,0.12087912087912088,0.07692307692307693
4,classical,0.05434782608695653,0.06521739130434782,0.23913043478260873,0.2065217391304348,0.34782608695652173,0.010869565217391304,0.0,0.010869565217391304,0.06521739130434782
5,classical,0.02150537634408602,0.13978494623655913,0.15053763440860213,0.24731182795698922,0.15053763440860213,0.02150537634408602,0.03225806451612903,0.08602150537634408,0.15053763440860213
6,classical,0.054945054945054944,0.10989010989010989,0.10989010989010989,0.15384615384615383,0.2857142857142857,0.03296703296703296,0.12087912087912088,0.06593406593406592,0.06593406593406592
7,classical,0.17391304347826086,0.043478260869565216,0.07608695652173914,0.043478260869565216,0.05434782608695653,0.10869565217391305,0.41304347826086957,0.07608695652173914,0.010869565217391304
8,classical,0.043010752688172046,0.13978494623655915,0.16129032258064518,0.15053763440860218,0.23655913978494628,0.021505376344086023,0.09677419354838712,0.07526881720430109,0.07526881720430109
9,classical,0.05434782608695651,0.13043478260869562,0.15217391304347824,0.19565217391304346,0.22826086956521735,0.021739130434782605,0.032608695652173905,0.010869565217391302,0.17391304347826084
10,classical,0.14130434782608697,0.10869565217391305,0.010869565217391304,0.021739130434782608,0.010869565217391304,0.2608695652173913,0.32608695652173914,0.10869565217391305,0.010869565217391304
11,classical,0.021978021978021976,0.15384615384615383,0.12087912087912088,0.1978021978021978,0.18681318681318682,0.021978021978021976,0.03296703296703296,0.06593406593406592,0.1978021978021978
12,classical,0.1758241758241758,0.03296703296703297,0.0879120879120879,0.0879120879120879,0.0879120879120879,0.04395604395604395,0.41758241758241754,0.04395604395604395,0.021978021978021976
13,classical,0.01098901098901099,0.16483516483516486,0.07692307692307693,0.2087912087912088,0.19780219780219782,0.07692307692307693,0.01098901098901099,0.1208791208791209,0.13186813186813187
14,classical,0.06593406593406594,0.1098901098901099,0.16483516483516486,0.17582417582417584,0.2087912087912088,0.04395604395604396,0.07692307692307693,0.08791208791208792,0.06593406593406594
15,classical,0.03225806451612903,0.16129032258064513,0.13978494623655913,0.2150537634408602,0.17204301075268816,0.01075268817204301,0.01075268817204301,0.04301075268817204,0.2150537634408602
16,classical,0.04395604395604395,0.13186813186813184,0.021978021978021976,0.021978021978021976,0.010989010989010988,0.34065934065934067,0.05494505494505494,0.30769230769230765,0.06593406593406592
17,classical,0.04301075268817204,0.07526881720430108,0.2688172043010753,0.2043010752688172,0.3010752688172043,0.0,0.0,0.02150537634408602,0.08602150537634408
18,classical,0.20879120879120877,0.0989010989010989,0.03296703296703297,0.06593406593406594,0.06593406593406594,0.054945054945054944,0.45054945054945056,0.021978021978021976,0.0
19,classical,0.054945054945054944,0.1758241758241758,0.1758241758241758,0.14285714285714285,0.24175824175824176,0.021978021978021976,0.021978021978021976,0.054945054945054944,0.10989010989010989
20,classical,0.04255319148936171,0.20212765957446813,0.07446808510638299,0.14893617021276598,0.2446808510638298,0.021276595744680854,0.03191489361702128,0.09574468085106384,0.13829787234042554
21,classical,0.07692307692307691,0.10989010989010986,0.19780219780219777,0.13186813186813184,0.30769230769230765,0.010989010989010988,0.09890109890109888,0.021978021978021976,0.04395604395604395
22,classical,0.09890109890109888,0.13186813186813184,0.21978021978021975,0.05494505494505494,0.19780219780219777,0.03296703296703296,0.1868131868131868,0.04395604395604395,0.03296703296703296
23,classical,0.07692307692307693,0.24175824175824176,0.021978021978021976,0.04395604395604395,0.021978021978021976,0.1868131868131868,0.3076923076923077,0.05494505494505494,0.04395604395604395
24,classical,0.05434782608695653,0.11956521739130435,0.0,0.0,0.043478260869565216,0.2282608695652174,0.2934782608695652,0.2173913043478261,0.043478260869565216
25,classical,0.0989010989010989,0.23076923076923075,0.07692307692307693,0.13186813186813184,0.13186813186813184,0.021978021978021976,0.12087912087912088,0.10989010989010987,0.07692307692307693
26,classical,0.13043478260869565,0.13043478260869565,0.010869565217391306,0.09782608695652174,0.010869565217391306,0.16304347826086957,0.31521739130434784,0.10869565217391304,0.03260869565217391
27,classical,0.04395604395604395,0.3076923076923076,0.0,0.021978021978021976,0.010989010989010988,0.3296703296703296,0.021978021978021976,0.1758241758241758,0.0879120879120879
28,classical,0.17204301075268816,0.04301075268817204,0.13978494623655913,0.03225806451612903,0.22580645161290322,0.0,0.3655913978494624,0.02150537634408602,0.0
29,classical,0.07526881720430109,0.13978494623655915,0.13978494623655915,0.13978494623655915,0.21505376344086025,0.010752688172043012,0.06451612903225808,0.043010752688172046,0.17204301075268819
30,classical,0.2391304347826087,0.18478260869565216,0.010869565217391304,0.010869565217391304,0.05434782608695652,0.20652173913043478,0.2826086956521739,0.010869565217391304,0.0
31,classical,0.043478260869565216,0.09782608695652174,0.14130434782608697,0.2608695652173913,0.25,0.021739130434782608,0.010869565217391304,0.043478260869565216,0.13043478260869565
32,classical,0.03846153846153846,0.1282051282051282,0.11538461538461539,0.20512820512820515,0.24358974358974358,0.012820512820512822,0.0641025641025641,0.025641025641025644,0.16666666666666669
33,classical,0.0,0.07462686567164178,0.1791044776119403,0.1791044776119403,0.34328358208955223,0.0,0.029850746268656716,0.029850746268656716,0.16417910447761194
34,classical,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.16666666666666666,0.023809523809523808,0.38095238095238093,0.047619047619047616,0.023809523809523808
35,classical,0.07142857142857142,0.03571428571428571,0.14285714285714285,0.10714285714285715,0.4285714285714286,0.0,0.03571428571428571,0.07142857142857142,0.10714285714285715
36,classical,0.06249999999999999,0.06249999999999999,0.15625,0.1875,0.28125,0.06249999999999999,0.0,0.09375,0.09375
37,classical,0.08108108108108109,0.10810810810810811,0.21621621621621623,0.16216216216216217,0.16216216216216217,0.02702702702702703,0.0,0.10810810810810811,0.13513513513513514
38,classical,0.0303030303030303,0.1212121212121212,0.1515151515151515,0.18181818181818182,0.2727272727272727,0.0,0.0303030303030303,0.0303030303030303,0.18181818181818182
39,classical,0.25641025641025644,0.12820512820512822,0.0,0.0,0.0,0.23076923076923078,0.3076923076923077,0.07692307692307693,0.0
40,classical,0.14285714285714288,0.14285714285714288,0.0,0.028571428571428574,0.0,0.2285714285714286,0.28571428571428575,0.17142857142857146,0.0
41,classical,0.08571428571428572,0.19999999999999998,0.11428571428571428,0.17142857142857143,0.17142857142857143,0.02857142857142857,0.08571428571428572,0.05714285714285714,0.08571428571428572
42,classical,0.1,0.1,0.13333333333333333,0.1,0.3666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667
43,classical,0.12121212121212122,0.12121212121212122,0.09090909090909091,0.12121212121212122,0.030303030303030304,0.09090909090909091,0.15151515151515152,0.12121212121212122,0.15151515151515152
44,classical,0.08823529411764706,0.17647058823529413,0.11764705882352941,0.08823529411764706,0.23529411764705882,0.058823529411764705,0.11764705882352941,0.029411764705882353,0.08823529411764706
45,classical,0.027777777777777776,0.1111111111111111,0.08333333333333334,0.19444444444444442,0.25,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.25
46,classical,0.09375000000000001,0.0625,0.25,0.21875,0.28125,0.0,0.03125,0.0,0.0625
47,classical,0.02631578947368421,0.07894736842105264,0.10526315789473684,0.21052631578947367,0.18421052631578946,0.02631578947368421,0.02631578947368421,0.05263157894736842,0.2894736842105263
48,classical,0.029411764705882353,0.23529411764705882,0.029411764705882353,0.17647058823529413,0.11764705882352941,0.029411764705882353,0.058823529411764705,0.17647058823529413,0.14705882352941177
49,classical,0.0,0.24390243902439027,0.04878048780487805,0.04878048780487805,0.04878048780487805,0.12195121951219513,0.024390243902439025,0.1951219512195122,0.2682926829268293
50,classical,0.12500000000000003,0.15000000000000002,0.07500000000000001,0.05000000000000001,0.0,0.15000000000000002,0.30000000000000004,0.12500000000000003,0.025000000000000005
51,classical,0.05555555555555556,0.08333333333333334,0.11111111111111112,0.33333333333333337,0.16666666666666669,0.0,0.0,0.05555555555555556,0.19444444444444448
52,classical,0.11764705882352941,0.1764705882352941,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.11764705882352941,0.2647058823529412,0.2058823529411765,0.029411764705882353
53,classical,0.10526315789473684,0.15789473684210528,0.0,0.07894736842105264,0.0,0.13157894736842105,0.15789473684210528,0.31578947368421056,0.05263157894736842
54,classical,0.07317073170731707,0.07317073170731707,0.07317073170731707,0.0,0.1951219512195122,0.12195121951219513,0.3658536585365854,0.04878048780487805,0.04878048780487805
55,classical,0.05714285714285714,0.02857142857142857,0.2,0.05714285714285714,0.28571428571428575,0.02857142857142857,0.11428571428571428,0.14285714285714288,0.08571428571428572
56,classical,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.1388888888888889,0.3611111111111111,0.027777777777777776,0.05555555555555555,0.0,0.08333333333333333
57,classical,0.10810810810810811,0.32432432432432434,0.10810810810810811,0.05405405405405406,0.05405405405405406,0.02702702702702703,0.02702702702702703,0.10810810810810811,0.1891891891891892
58,classical,0.027027027027027025,0.16216216216216214,0.05405405405405405,0.08108108108108107,0.05405405405405405,0.2162162162162162,0.08108108108108107,0.2162162162162162,0.1081081081081081
59,classical,0.11428571428571427,0.11428571428571427,0.0,0.057142857142857134,0.0,0.22857142857142854,0.2857142857142857,0.14285714285714285,0.057142857142857134
60,classical,0.04878048780487805,0.12195121951219513,0.12195121951219513,0.21951219512195125,0.21951219512195125,0.0,0.0,0.04878048780487805,0.21951219512195125
61,classical,0.09677419354838708,0.09677419354838708,0.0,0.09677419354838708,0.09677419354838708,0.03225806451612903,0.3225806451612903,0.19354838709677416,0.06451612903225806
62,classical,0.10344827586206896,0.0,0.06896551724137931,0.13793103448275862,0.0,0.06896551724137931,0.44827586206896547,0.17241379310344826,0.0
63,classical,0.030303030303030304,0.15151515151515152,0.12121212121212122,0.2121212121212121,0.24242424242424243,0.0,0.0,0.09090909090909091,0.15151515151515152
64,classical,0.14814814814814817,0.03703703703703704,0.03703703703703704,0.03703703703703704,0.14814814814814817,0.07407407407407408,0.37037037037037046,0.14814814814814817,0.0
65,classical,0.14814814814814814,0.037037037037037035,0.0,0.0,0.0,0.18518518518518517,0.4444444444444444,0.18518518518518517,0.0
66,classical,0.07692307692307691,0.15384615384615383,0.0,0.11538461538461538,0.03846153846153846,0.11538461538461538,0.15384615384615383,0.30769230769230765,0.03846153846153846
67,classical,0.09677419354838711,0.09677419354838711,0.16129032258064516,0.03225806451612903,0.25806451612903225,0.06451612903225806,0.12903225806451613,0.12903225806451613,0.03225806451612903
68,classical,0.0,0.11428571428571427,0.14285714285714285,0.22857142857142854,0.2857142857142857,0.028571428571428567,0.028571428571428567,0.057142857142857134,0.11428571428571427
69,classical,0.021505376344086016,0.08602150537634407,0.29032258064516125,0.24731182795698922,0.26881720430107525,0.021505376344086016,0.032258064516129024,0.032258064516129024,0.0
70,classical,0.10526315789473684,0.18421052631578946,0.02631578947368421,0.23684210526315788,0.21052631578947367,0.02631578947368421,0.0,0.07894736842105263,0.13157894736842105
71,classical,0.09375000000000001,0.15625,0.03125,0.09375000000000001,0.125,0.09375000000000001,0.34375,0.0625,0.0
72,classical,0.12820512820512822,0.15384615384615385,0.0,0.07692307692307693,0.15384615384615385,0.10256410256410257,0.15384615384615385,0.15384615384615385,0.07692307692307693
73,classical,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.22222222222222224,0.1851851851851852,0.0,0.11111111111111112,0.14814814814814817,0.0
74,classical,0.13513513513513514,0.10810810810810811,0.02702702702702703,0.08108108108108109,0.10810810810810811,0.10810810810810811,0.16216216216216217,0.21621621621621623,0.05405405405405406
75,classical,0.09677419354838711,0.06451612903225806,0.06451612903225806,0.09677419354838711,0.06451612903225806,0.12903225806451613,0.19354838709677422,0.25806451612903225,0.03225806451612903
76,classical,0.0,0.21875,0.0,0.09375000000000001,0.0625,0.0625,0.18750000000000003,0.25,0.125
77,classical,0.030303030303030304,0.06060606060606061,0.2121212121212121,0.18181818181818182,0.24242424242424243,0.030303030303030304,0.15151515151515152,0.09090909090909091,0.0
78,classical,0.0606060606060606,0.09090909090909091,0.0606060606060606,0.09090909090909091,0.0303030303030303,0.1212121212121212,0.3333333333333333,0.2121212121212121,0.0
79,classical,0.09090909090909091,0.0606060606060606,0.0303030303030303,0.1515151515151515,0.1212121212121212,0.09090909090909091,0.303030303030303,0.09090909090909091,0.0606060606060606
80,classical,0.11764705882352941,0.17647058823529413,0.029411764705882353,0.11764705882352941,0.14705882352941177,0.058823529411764705,0.3235294117647059,0.029411764705882353,0.0
81,classical,0.0625,0.15625,0.03125,0.0,0.09375,0.15625,0.375,0.125,0.0
82,classical,0.02857142857142857,0.02857142857142857,0.22857142857142856,0.2571428571428571,0.37142857142857144,0.0,0.0,0.0,0.08571428571428572
83,classical,0.07692307692307693,0.05128205128205129,0.10256410256410257,0.23076923076923078,0.07692307692307693,0.025641025641025644,0.1794871794871795,0.07692307692307693,0.1794871794871795
84,classical,0.02702702702702703,0.24324324324324326,0.10810810810810811,0.1891891891891892,0.21621621621621623,0.02702702702702703,0.05405405405405406,0.05405405405405406,0.0810810810810811
85,classical,0.1935483870967742,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.0967741935483871,0.06451612903225806,0.25806451612903225,0.1935483870967742,0.06451612903225806
86,classical,0.08571428571428572,0.17142857142857143,0.02857142857142857,0.08571428571428572,0.14285714285714288,0.11428571428571428,0.08571428571428572,0.2,0.08571428571428572
87,classical,0.03125,0.125,0.15625,0.21875,0.28125,0.0,0.0,0.0,0.18750000000000003
88,classical,0.12121212121212122,0.030303030303030304,0.06060606060606061,0.09090909090909091,0.0,0.12121212121212122,0.24242424242424243,0.24242424242424243,0.09090909090909091
89,classical,0.0,0.03333333333333333,0.23333333333333334,0.23333333333333334,0.4,0.0,0.03333333333333333,0.0,0.06666666666666667
90,classical,0.15999999999999998,0.19999999999999998,0.0,0.0,0.07999999999999999,0.07999999999999999,0.24,0.24,0.0
91,classical,0.0,0.2121212121212121,0.09090909090909091,0.1515151515151515,0.18181818181818182,0.0303030303030303,0.0,0.0303030303030303,0.303030303030303
92,classical,0.0625,0.21875,0.09375000000000001,0.18750000000000003,0.28125,0.0,0.0625,0.03125,0.0625
93,classical,0.0625,0.0,0.18750000000000003,0.125,0.46875,0.0,0.09375000000000001,0.0,0.0625
94,classical,0.1388888888888889,0.2777777777777778,0.0,0.027777777777777776,0.16666666666666669,0.05555555555555555,0.1388888888888889,0.1111111111111111,0.08333333333333334
95,classical,0.14705882352941177,0.08823529411764706,0.11764705882352941,0.08823529411764706,0.058823529411764705,0.058823529411764705,0.35294117647058826,0.029411764705882353,0.058823529411764705
96,classical,0.03125,0.09375000000000001,0.18750000000000003,0.15625,0.25,0.03125,0.18750000000000003,0.03125,0.03125
97,classical,0.06896551724137931,0.27586206896551724,0.034482758620689655,0.10344827586206896,0.13793103448275862,0.0,0.0,0.17241379310344826,0.20689655172413793
98,classical,0.028571428571428567,0.19999999999999996,0.11428571428571427,0.17142857142857143,0.2857142857142857,0.0,0.0,0.028571428571428567,0.17142857142857143
99,classical,0.05128205128205129,0.05128205128205129,0.1794871794871795,0.10256410256410257,0.38461538461538464,0.05128205128205129,0.07692307692307693,0.025641025641025644,0.07692307692307693
100,classical,0.0606060606060606,0.2424242424242424,0.0,0.0606060606060606,0.09090909090909091,0.2727272727272727,0.0606060606060606,0.1515151515151515,0.0606060606060606
